id,age,tenure_months,monthly_charges,contract_type,payment_method,support_calls,churn
4319,28,66,105.1,Two year,Bank transfer,1,0
4320,84,6,89.88,One year,Electronic check,4,0
4321,31,2,124.8,One year,Mailed check,4,0
4322,43,45,104.62,One year,Bank transfer,4,0
4323,21,2,52.2,Two year,Electronic check,1,0
4324,43,9,83.11,Month-to-month,Mailed check,0,1
4325,28,67,66.11,Month-to-month,Electronic check,1,0
4326,35,14,60.75,Month-to-month,Mailed check,1,1
4327,56,38,40.39,Two year,Electronic check,3,0
4328,48,2,63.15,Month-to-month,Credit card,3,1
4329,49,8,84.83,Month-to-month,Mailed check,1,0
4330,18,43,74.8,Month-to-month,Electronic check,0,0
4331,67,3,42.97,One year,Bank transfer,0,0
4332,25,4,32.52,One year,Electronic check,1,0
4333,63,3,123.25,Month-to-month,Bank transfer,2,0
4334,56,72,88.93,Month-to-month,Mailed check,2,0
4335,50,23,52.85,One year,Electronic check,2,0
4336,30,5,82.29,Month-to-month,Electronic check,0,1
4337,44,31,129.38,One year,Electronic check,2,1
4338,35,11,87.16,Month-to-month,Bank transfer,0,0
4339,42,2,18.0,Two year,Bank transfer,4,0
4340,38,47,143.36,Month-to-month,Electronic check,2,0
4341,18,36,29.17,One year,Electronic check,0,0
4342,57,34,69.95,Month-to-month,Credit card,1,0
4343,40,5,42.41,Month-to-month,Electronic check,0,1
4344,35,30,56.0,One year,Electronic check,0,0
4345,34,11,78.76,One year,Bank transfer,1,0
4346,47,19,21.07,One year,Electronic check,0,0
4347,29,61,76.89,One year,Credit card,1,0
4348,18,49,106.03,One year,Electronic check,0,0
4349,47,18,51.62,Two year,Credit card,3,0
4350,49,13,37.19,Month-to-month,Mailed check,1,0
4351,39,26,70.42,Two year,Electronic check,3,0
4352,25,39,67.39,Month-to-month,Mailed check,0,0
4353,43,30,59.62,Month-to-month,Credit card,2,0
4354,21,11,41.94,One year,Mailed check,1,0
4355,27,1,83.13,Month-to-month,Electronic check,2,0
4356,31,15,87.13,Month-to-month,Credit card,1,1
4357,53,0,43.36,Month-to-month,Electronic check,2,0
4358,36,3,47.27,Month-to-month,Electronic check,1,0
4359,35,31,78.06,One year,Electronic check,1,0
4360,69,18,48.58,Month-to-month,Credit card,1,0
4361,46,18,77.17,Month-to-month,Electronic check,1,0
4362,46,17,109.25,Month-to-month,Electronic check,0,1
4363,36,20,71.5,Month-to-month,Credit card,1,0
4364,33,27,43.71,Month-to-month,Bank transfer,3,0
4365,18,40,85.8,Month-to-month,Electronic check,2,0
4366,55,44,72.16,Two year,Bank transfer,1,0
4367,48,10,67.75,One year,Electronic check,1,0
4368,39,7,82.93,Month-to-month,Mailed check,4,0
4369,40,55,95.53,Month-to-month,Electronic check,1,0
4370,52,5,71.64,Month-to-month,Bank transfer,1,1
4371,20,72,79.28,Month-to-month,Bank transfer,2,0
4372,33,58,130.29,Month-to-month,Electronic check,1,0
4373,26,11,101.66,Two year,Electronic check,1,0
4374,66,36,96.24,One year,Mailed check,3,0
4375,54,63,82.73,Month-to-month,Bank transfer,0,0
4376,18,1,45.01,Month-to-month,Credit card,2,1
4377,20,22,101.48,One year,Credit card,2,0
4378,40,39,79.46,Two year,Credit card,3,0
4379,35,40,61.57,Month-to-month,Credit card,3,0
4380,23,2,64.22,Two year,Credit card,2,0
4381,69,23,49.3,Month-to-month,Bank transfer,2,0
4382,46,2,96.73,One year,Electronic check,0,0
4383,48,31,91.73,Month-to-month,Bank transfer,0,0
4384,32,2,74.84,One year,Electronic check,1,0
4385,52,14,71.03,Month-to-month,Electronic check,1,0
4386,36,14,55.08,Month-to-month,Electronic check,0,0
4387,38,8,18.0,One year,Mailed check,2,0
4388,50,9,36.03,One year,Bank transfer,1,0
4389,19,4,52.03,One year,Mailed check,3,0
4390,64,9,49.03,Month-to-month,Electronic check,1,0
4391,44,45,83.98,One year,Credit card,1,0
4392,59,72,101.09,Month-to-month,Bank transfer,1,0
4393,26,5,67.54,One year,Electronic check,3,0
4394,29,72,116.02,Month-to-month,Electronic check,3,0
4395,25,72,61.23,Month-to-month,Electronic check,2,1
4396,45,29,70.96,Month-to-month,Credit card,2,0
4397,42,32,73.53,Two year,Electronic check,2,0
4398,35,0,97.3,One year,Credit card,2,1
4399,27,19,75.5,Month-to-month,Electronic check,2,0
4400,24,15,75.59,One year,Credit card,0,1
4401,41,8,29.83,Month-to-month,Electronic check,3,1
4402,35,64,57.1,Month-to-month,Mailed check,1,0
4403,32,23,100.85,Month-to-month,Mailed check,0,0
4404,63,72,28.92,One year,Electronic check,1,0
4405,40,2,103.87,Two year,Credit card,4,0
4406,59,25,86.24,Two year,Bank transfer,2,0
4407,34,10,52.81,Month-to-month,Electronic check,1,1
4408,45,45,55.95,Month-to-month,Bank transfer,0,0
4409,41,6,118.3,Two year,Electronic check,2,0
4410,18,51,112.94,Month-to-month,Credit card,1,0
4411,61,56,75.41,One year,Mailed check,0,0
4412,40,40,79.36,Two year,Electronic check,2,0
4413,52,40,59.85,Month-to-month,Electronic check,5,1
4414,31,8,74.57,Month-to-month,Electronic check,2,1
4415,39,16,55.55,Two year,Credit card,0,0
4416,29,8,69.24,One year,Electronic check,0,1
4417,59,20,118.26,Two year,Electronic check,2,0
4418,46,14,69.71,One year,Credit card,2,0
4419,47,13,45.75,Month-to-month,Electronic check,1,0
4420,61,2,36.14,Two year,Electronic check,2,0
4421,58,72,83.98,One year,Bank transfer,0,0
4422,52,2,51.28,Two year,Electronic check,4,0
4423,22,1,76.32,Month-to-month,Credit card,2,1
4424,32,0,29.51,Month-to-month,Bank transfer,3,1
4425,27,24,90.86,Month-to-month,Electronic check,0,1
4426,52,72,54.3,Month-to-month,Mailed check,3,0
4427,44,2,71.46,Two year,Electronic check,1,1
4428,22,2,61.84,Two year,Mailed check,2,0
4429,39,17,115.51,Month-to-month,Bank transfer,0,0
4430,21,19,77.14,Two year,Credit card,1,0
4431,41,72,129.44,Month-to-month,Mailed check,2,0
4432,18,1,84.17,Two year,Credit card,2,0
4433,49,34,110.74,One year,Electronic check,1,1
4434,47,11,66.43,One year,Credit card,2,0
4435,68,12,80.44,One year,Electronic check,1,0
4436,53,47,107.52,One year,Credit card,0,0
4437,36,8,93.82,Two year,Mailed check,0,0
4438,53,25,87.02,Month-to-month,Electronic check,2,0
4439,22,0,61.8,Two year,Mailed check,0,0
4440,28,1,66.18,Month-to-month,Credit card,2,0
4441,46,40,104.44,Month-to-month,Credit card,4,0
4442,18,4,104.25,One year,Bank transfer,1,0
4443,41,30,59.68,One year,Mailed check,1,0
4444,27,8,52.61,Two year,Bank transfer,2,0
4445,43,64,57.0,Month-to-month,Electronic check,0,0
4446,26,30,95.24,Month-to-month,Bank transfer,2,0
4447,47,21,49.91,Month-to-month,Electronic check,1,0
4448,42,32,95.24,Two year,Credit card,3,0
4449,61,72,94.44,Two year,Bank transfer,0,0
4450,42,10,57.87,Two year,Mailed check,0,0
4451,31,47,116.15,Month-to-month,Bank transfer,1,0
4452,38,22,36.74,Two year,Electronic check,2,0
4453,23,0,111.49,Month-to-month,Electronic check,2,1
4454,47,29,82.32,Two year,Electronic check,1,0
4455,50,11,19.81,One year,Electronic check,1,0
4456,76,1,109.95,Month-to-month,Electronic check,2,1
4457,33,3,94.76,One year,Bank transfer,4,0
4458,38,0,59.29,One year,Bank transfer,3,0
4459,33,59,54.73,Month-to-month,Mailed check,1,0
4460,44,7,31.82,Month-to-month,Credit card,0,1
4461,47,54,138.49,One year,Credit card,1,0
4462,41,31,51.57,Two year,Electronic check,0,0
4463,57,2,38.71,One year,Mailed check,2,0
4464,33,9,78.05,Month-to-month,Credit card,3,1
4465,55,14,31.15,One year,Electronic check,2,0
4466,49,13,47.41,Month-to-month,Mailed check,0,0
4467,41,15,97.12,Month-to-month,Credit card,2,1
4468,37,23,85.06,Month-to-month,Credit card,0,0
4469,75,69,70.69,Month-to-month,Credit card,1,0
4470,30,8,71.66,Month-to-month,Credit card,3,0
4471,46,7,59.99,Month-to-month,Electronic check,0,0
4472,31,0,68.45,Month-to-month,Bank transfer,2,1
4473,66,16,53.35,One year,Credit card,1,0
4474,54,24,59.09,Month-to-month,Electronic check,3,1
4475,32,8,55.93,Month-to-month,Electronic check,3,0
4476,49,3,52.3,Month-to-month,Electronic check,1,1
4477,45,17,98.65,One year,Bank transfer,1,0
4478,34,8,90.45,Two year,Bank transfer,1,0
4479,52,20,49.69,Month-to-month,Credit card,0,0
4480,47,72,50.94,One year,Electronic check,1,0
4481,45,56,74.47,Two year,Bank transfer,1,0
4482,41,31,128.53,One year,Electronic check,3,0
4483,48,31,48.96,Month-to-month,Credit card,1,0
4484,45,59,74.82,Month-to-month,Bank transfer,0,0
4485,42,7,73.27,Month-to-month,Bank transfer,2,0
4486,33,30,71.78,Month-to-month,Electronic check,0,0
4487,65,39,64.39,Month-to-month,Electronic check,2,1
4488,27,20,101.88,Two year,Electronic check,1,0
4489,47,0,81.36,Month-to-month,Credit card,0,0
4490,37,12,92.95,Month-to-month,Electronic check,4,1
4491,66,56,93.13,Two year,Credit card,2,0
4492,29,45,99.1,One year,Electronic check,1,0
4493,31,28,113.81,Month-to-month,Mailed check,1,0
4494,28,2,103.58,Two year,Electronic check,6,0
4495,46,18,130.82,Month-to-month,Electronic check,3,0
4496,22,17,102.98,Month-to-month,Mailed check,2,0
4497,35,1,53.41,Month-to-month,Mailed check,0,0
4498,18,9,92.53,Month-to-month,Mailed check,2,0
4499,45,20,90.76,Two year,Bank transfer,3,1
4500,34,24,121.61,Month-to-month,Electronic check,0,0
4501,21,33,50.77,Two year,Bank transfer,1,0
4502,57,6,84.85,Month-to-month,Bank transfer,3,1
4503,23,25,56.72,Two year,Electronic check,1,0
4504,53,11,84.46,Month-to-month,Mailed check,0,0
4505,32,2,64.93,Two year,Electronic check,3,0
4506,64,15,84.24,Month-to-month,Electronic check,1,1
4507,52,27,38.79,Two year,Electronic check,0,0
4508,27,11,91.48,Two year,Bank transfer,1,0
4509,29,29,79.5,One year,Electronic check,2,0
4510,50,23,77.25,Month-to-month,Credit card,1,0
4511,38,7,119.81,One year,Bank transfer,0,0
4512,39,1,60.59,One year,Electronic check,1,0
4513,59,24,82.16,One year,Bank transfer,2,0
4514,31,22,75.81,One year,Electronic check,2,0
4515,43,4,75.55,Two year,Electronic check,3,0
4516,55,3,126.0,Two year,Credit card,4,1
4517,53,8,72.8,Month-to-month,Mailed check,2,0
4518,39,23,59.27,Month-to-month,Electronic check,1,0
4519,37,5,117.52,Month-to-month,Credit card,1,1
4520,18,34,67.41,One year,Credit card,2,0
4521,27,36,35.27,Two year,Mailed check,2,0
4522,46,5,52.23,Month-to-month,Bank transfer,1,0
4523,40,2,39.14,Month-to-month,Credit card,1,0
4524,43,4,25.6,Month-to-month,Bank transfer,2,0
4525,56,72,71.72,Month-to-month,Mailed check,1,0
4526,25,5,68.99,Two year,Credit card,1,0
4527,38,4,100.11,One year,Mailed check,3,0
4528,44,2,86.04,Month-to-month,Electronic check,2,1
4529,32,1,84.75,Month-to-month,Electronic check,3,1
4530,62,1,47.82,Month-to-month,Mailed check,0,0
4531,54,72,102.92,One year,Electronic check,2,0
4532,46,0,104.78,One year,Electronic check,0,0
4533,67,16,82.26,Month-to-month,Mailed check,1,0
4534,21,2,80.86,Month-to-month,Credit card,1,1
4535,41,20,41.38,Two year,Electronic check,1,0
4536,47,3,96.81,Two year,Electronic check,2,0
4537,29,46,121.42,One year,Credit card,0,0
4538,46,60,87.07,Month-to-month,Mailed check,2,0
4539,26,32,59.94,Two year,Bank transfer,1,0
4540,51,22,69.25,One year,Mailed check,0,0
4541,56,28,63.69,Two year,Bank transfer,0,0
4542,45,18,63.69,Month-to-month,Electronic check,2,0
4543,18,10,87.7,Month-to-month,Mailed check,0,0
4544,28,2,77.29,Month-to-month,Bank transfer,4,0
4545,49,31,99.75,Two year,Electronic check,2,0
4546,42,25,83.02,One year,Electronic check,1,0
4547,18,6,49.3,Month-to-month,Mailed check,1,1
4548,59,16,59.88,Two year,Bank transfer,3,0
4549,43,0,55.93,Two year,Mailed check,2,0
4550,30,15,67.59,Month-to-month,Bank transfer,1,0
4551,55,10,116.37,One year,Bank transfer,1,0
4552,32,1,119.02,One year,Electronic check,3,1
4553,32,0,90.92,Month-to-month,Credit card,2,0
4554,47,8,74.17,One year,Credit card,2,0
4555,66,47,43.01,Month-to-month,Electronic check,1,0
4556,64,69,85.85,Two year,Mailed check,3,0
4557,47,72,61.05,Two year,Electronic check,2,0
4558,48,31,115.41,Two year,Credit card,1,0
4559,53,28,34.05,One year,Mailed check,0,0
4560,24,5,80.36,Month-to-month,Mailed check,0,0
4561,51,1,48.29,Month-to-month,Credit card,3,0
4562,31,45,76.51,One year,Bank transfer,1,0
4563,46,72,97.45,Month-to-month,Electronic check,1,0
4564,38,13,97.5,One year,Bank transfer,1,1
4565,49,12,70.28,Month-to-month,Credit card,1,0
4566,43,10,90.53,Month-to-month,Electronic check,2,1
4567,18,5,54.19,Month-to-month,Mailed check,2,0
4568,44,19,78.99,One year,Bank transfer,2,0
4569,50,51,102.71,Month-to-month,Mailed check,1,0
4570,48,9,79.65,One year,Credit card,2,0
4571,40,0,56.77,Month-to-month,Mailed check,0,0
4572,64,31,67.67,One year,Bank transfer,1,0
4573,46,31,100.04,One year,Credit card,1,0
4574,48,57,51.25,One year,Electronic check,1,0
4575,56,72,57.19,Month-to-month,Electronic check,0,0
4576,47,44,91.64,Month-to-month,Credit card,0,0
4577,29,10,60.52,Month-to-month,Bank transfer,1,1
4578,18,8,34.87,One year,Mailed check,1,0
4579,35,7,104.82,Month-to-month,Electronic check,3,1
4580,52,4,43.11,Two year,Electronic check,0,0
4581,37,12,66.81,Two year,Electronic check,1,0
4582,53,43,60.96,Month-to-month,Mailed check,1,0
4583,44,18,65.26,Two year,Bank transfer,0,0
4584,60,4,48.48,One year,Electronic check,1,0
4585,37,0,87.86,Month-to-month,Bank transfer,2,1
4586,48,5,73.52,One year,Credit card,2,0
4587,49,31,99.24,Two year,Credit card,0,0
4588,63,14,56.87,Month-to-month,Credit card,2,1
4589,18,6,124.23,Month-to-month,Mailed check,1,1
4590,35,2,22.68,One year,Mailed check,3,0
4591,53,1,30.52,Month-to-month,Mailed check,3,1
4592,63,55,122.08,One year,Electronic check,1,0
4593,45,6,82.75,One year,Credit card,0,0
4594,37,3,78.98,One year,Bank transfer,1,0
4595,52,34,85.88,Month-to-month,Bank transfer,0,0
4596,54,12,86.08,Month-to-month,Electronic check,0,0
4597,36,44,84.09,Two year,Electronic check,3,1
4598,46,3,46.3,Month-to-month,Credit card,1,0
4599,58,50,97.95,Month-to-month,Electronic check,3,1
4600,68,2,86.82,Month-to-month,Electronic check,4,1
4601,52,3,106.16,Month-to-month,Bank transfer,2,1
4602,42,0,114.11,Month-to-month,Bank transfer,0,0
4603,41,26,82.16,Month-to-month,Electronic check,4,1
4604,49,5,40.06,One year,Electronic check,1,0
4605,40,72,125.11,One year,Credit card,0,0
4606,44,2,44.85,Two year,Credit card,0,0
4607,27,19,81.3,Two year,Mailed check,5,1
4608,60,56,71.98,Month-to-month,Credit card,1,0
4609,26,4,59.83,Month-to-month,Electronic check,2,0
4610,35,7,90.16,Two year,Bank transfer,2,0
4611,43,37,81.66,Month-to-month,Bank transfer,2,0
4612,69,60,91.83,Month-to-month,Credit card,1,0
4613,36,16,52.01,Month-to-month,Credit card,1,0
4614,32,12,67.45,One year,Electronic check,2,0
4615,34,27,54.81,Month-to-month,Electronic check,0,0
4616,65,18,67.72,Month-to-month,Credit card,3,0
4617,18,4,67.63,Month-to-month,Electronic check,1,1
4618,27,46,123.01,One year,Bank transfer,2,0
4619,80,1,63.67,Month-to-month,Mailed check,3,1
4620,50,5,18.0,One year,Electronic check,2,0
4621,26,26,108.78,Month-to-month,Bank transfer,0,0
4622,41,16,83.63,Month-to-month,Mailed check,1,0
4623,42,16,69.12,Month-to-month,Credit card,3,0
4624,53,3,59.52,Month-to-month,Electronic check,3,1
4625,67,48,53.53,Month-to-month,Electronic check,1,0
4626,47,6,119.35,Two year,Electronic check,2,0
4627,34,27,75.35,Month-to-month,Electronic check,2,1
4628,53,0,26.56,Two year,Bank transfer,5,0
4629,32,16,80.59,Month-to-month,Mailed check,2,0
4630,27,19,103.0,Month-to-month,Electronic check,1,0
4631,18,72,84.71,One year,Credit card,0,0
4632,20,45,54.21,Two year,Electronic check,2,0
4633,29,72,56.02,Month-to-month,Mailed check,0,0
4634,25,7,48.12,Month-to-month,Credit card,2,0
4635,46,42,114.34,One year,Bank transfer,3,0
4636,25,9,69.56,Month-to-month,Electronic check,0,0
4637,18,4,28.63,One year,Credit card,5,0
4638,27,44,86.2,Two year,Mailed check,2,0
4639,35,25,77.28,Month-to-month,Electronic check,1,0
4640,33,51,66.43,Two year,Electronic check,1,0
4641,63,7,45.54,Month-to-month,Credit card,2,0
4642,33,19,46.25,Two year,Electronic check,0,0
4643,54,20,100.17,Two year,Credit card,0,0
4644,41,8,77.39,One year,Electronic check,3,0
4645,41,48,89.17,Two year,Electronic check,2,0
4646,30,4,76.72,Two year,Credit card,1,0
4647,41,39,84.04,Month-to-month,Credit card,0,0
4648,31,72,69.09,Month-to-month,Electronic check,1,0
4649,44,6,65.75,Month-to-month,Electronic check,2,0
4650,38,9,100.47,Month-to-month,Bank transfer,2,0
4651,28,17,107.91,One year,Mailed check,0,0
4652,55,72,50.25,Month-to-month,Mailed check,1,0
4653,47,2,65.09,One year,Electronic check,2,1
4654,35,6,91.88,Month-to-month,Credit card,0,1
4655,44,19,119.9,Month-to-month,Electronic check,2,1
4656,40,2,114.85,Month-to-month,Electronic check,0,1
4657,29,42,56.41,Two year,Electronic check,2,0
4658,42,4,102.48,Month-to-month,Electronic check,3,1
4659,33,1,71.62,Month-to-month,Mailed check,0,0
4660,28,8,97.31,Month-to-month,Electronic check,0,1
4661,19,50,97.21,Two year,Bank transfer,3,0
4662,36,4,39.0,Month-to-month,Mailed check,0,1
4663,49,1,83.9,One year,Electronic check,2,1
4664,32,10,96.64,Month-to-month,Credit card,1,0
4665,77,46,76.4,Month-to-month,Mailed check,4,0
4666,54,6,64.74,One year,Electronic check,7,1
4667,60,36,36.11,One year,Electronic check,2,0
4668,53,35,92.34,One year,Bank transfer,1,0
4669,67,8,76.42,Month-to-month,Credit card,1,0
4670,30,16,49.35,Two year,Bank transfer,1,0
4671,18,7,62.9,One year,Credit card,3,0
4672,35,6,74.76,Two year,Electronic check,1,0
4673,49,21,59.18,Month-to-month,Credit card,0,0
4674,44,72,80.87,Month-to-month,Electronic check,0,0
4675,45,11,27.9,Month-to-month,Electronic check,3,0
4676,60,72,114.54,One year,Mailed check,1,0
4677,47,13,72.35,One year,Electronic check,1,0
4678,53,24,46.12,Month-to-month,Mailed check,0,0
4679,28,12,18.0,Month-to-month,Electronic check,2,0
4680,26,4,96.33,Month-to-month,Bank transfer,3,0
4681,64,1,84.1,Month-to-month,Bank transfer,1,1
4682,43,59,84.12,Two year,Bank transfer,2,0
4683,33,8,92.79,Month-to-month,Mailed check,0,0
4684,33,71,102.17,Month-to-month,Electronic check,1,0
4685,32,13,76.81,Month-to-month,Credit card,0,0
4686,32,0,63.64,Month-to-month,Mailed check,1,1
4687,24,18,62.27,Two year,Mailed check,2,0
4688,20,52,88.32,Month-to-month,Electronic check,1,1
4689,39,24,108.53,Two year,Electronic check,1,0
4690,33,44,74.03,One year,Mailed check,3,0
4691,57,17,109.46,One year,Bank transfer,0,0
4692,46,5,80.08,Month-to-month,Credit card,3,0
4693,45,12,81.32,One year,Credit card,1,0
4694,31,23,133.58,One year,Mailed check,1,0
4695,40,46,118.22,Month-to-month,Mailed check,0,0
4696,47,3,112.42,Two year,Bank transfer,2,0
4697,52,55,58.31,Month-to-month,Electronic check,0,0
4698,40,0,124.8,Month-to-month,Mailed check,2,1
4699,57,0,67.94,Month-to-month,Bank transfer,2,0
4700,42,6,65.21,One year,Electronic check,1,1
4701,53,30,20.52,Month-to-month,Electronic check,1,0
4702,35,2,78.46,Month-to-month,Mailed check,1,1
4703,18,63,52.37,Month-to-month,Bank transfer,0,0
4704,45,31,84.86,Month-to-month,Electronic check,1,0
4705,52,4,41.56,Month-to-month,Electronic check,0,1
4706,50,5,115.69,Two year,Electronic check,3,0
4707,47,4,84.39,Month-to-month,Credit card,3,1
4708,37,18,129.7,Two year,Credit card,1,1
4709,30,32,49.22,One year,Credit card,1,1
4710,49,5,109.48,One year,Credit card,5,0
4711,47,6,25.83,Two year,Electronic check,1,0
4712,34,13,77.15,Month-to-month,Electronic check,0,1
4713,57,0,54.21,One year,Mailed check,2,0
4714,29,72,69.6,Month-to-month,Mailed check,0,0
4715,33,2,57.39,Month-to-month,Bank transfer,0,1
4716,64,14,49.23,Month-to-month,Electronic check,2,0
4717,54,19,41.36,One year,Credit card,2,0
4718,36,11,60.59,Two year,Electronic check,1,0
4719,46,46,79.8,Month-to-month,Bank transfer,2,0
4720,44,10,100.59,One year,Credit card,3,0
